Well,Chl:630,Chl:663,Chl:750
A1,0.068,0.074,0.062
B1,0.035,0.034,0.034
C1,0.03,0.03,0.03
D1,0.034,0.034,0.033
E1,0.044,0.043,0.043
F1,0.053,0.052,0.05
G1,0.037,0.036,0.036
H1,0.034,0.033,0.033
A2,0.073,0.08,0.064
B2,0.033,0.032,0.032
C2,0.028,0.028,0.028
D2,0.029,0.029,0.029
E2,0.056,0.056,0.055
F2,0.043,0.042,0.041
G2,0.043,0.042,0.042
H2,0.041,0.04,0.04
A3,0.075,0.082,0.066
B3,0.031,0.031,0.03
C3,0.03,0.03,0.03
D3,0.03,0.029,0.029
E3,0.03,0.029,0.03
F3,0.037,0.036,0.036
G3,0.047,0.046,0.049
H3,0.048,0.048,0.048
A4,0.103,0.1,0.085
B4,0.031,0.03,0.031
C4,0.031,0.03,0.03
D4,0.029,0.029,0.029
E4,0.035,0.034,0.035
F4,0.041,0.04,0.039
G4,0.04,0.04,0.04
H4,0.04,0.04,0.04
A5,0.082,0.086,0.073
B5,0.028,0.028,0.028
C5,0.029,0.029,0.029
D5,0.034,0.034,0.034
E5,0.033,0.033,0.033
F5,0.035,0.035,0.035
G5,0.033,0.033,0.033
H5,0.037,0.037,0.037
A6,0.088,0.091,0.077
B6,0.03,0.029,0.029
C6,0.029,0.029,0.029
D6,0.032,0.031,0.031
E6,0.036,0.035,0.035
F6,0.05,0.049,0.049
G6,0.031,0.031,0.031
H6,0.038,0.038,0.037
A7,0.084,0.104,0.071
B7,0.031,0.031,0.031
C7,0.03,0.03,0.03
D7,0.03,0.03,0.03
E7,0.031,0.03,0.03
F7,0.044,0.044,0.043
G7,0.03,0.03,0.03
H7,0.032,0.032,0.032
A8,0.094,0.118,0.079
B8,0.029,0.029,0.029
C8,0.031,0.031,0.031
D8,0.03,0.03,0.03
E8,0.032,0.031,0.032
F8,0.035,0.035,0.035
G8,0.031,0.031,0.031
H8,0.032,0.032,0.032
A9,0.081,0.104,0.066
B9,0.03,0.029,0.029
C9,0.056,0.056,0.056
D9,0.031,0.031,0.031
E9,0.031,0.031,0.031
F9,0.035,0.034,0.034
G9,0.037,0.036,0.037
H9,0.031,0.031,0.031
A10,0.058,0.063,0.055
B10,0.029,0.028,0.028
C10,0.029,0.029,0.029
D10,0.029,0.029,0.029
E10,0.03,0.03,0.03
F10,0.036,0.035,0.035
G10,0.033,0.032,0.033
H10,0.032,0.032,0.032
A11,0.058,0.063,0.052
B11,0.031,0.031,0.031
C11,0.033,0.032,0.032
D11,0.03,0.03,0.03
E11,0.044,0.043,0.043
F11,0.034,0.034,0.034
G11,0.033,0.032,0.032
H11,0.031,0.03,0.031
A12,0.061,0.064,0.054
B12,0.033,0.033,0.033
C12,0.04,0.039,0.039
D12,0.034,0.034,0.034
E12,0.035,0.034,0.035
F12,0.036,0.036,0.036
G12,0.041,0.04,0.042
H12,0.044,0.043,0.043
