Well,Chl:630,Chl:663,Chl:750
A1,0.09,0.1,0.077
B1,0.063,0.063,0.063
C1,0.05,0.05,0.05
D1,0.032,0.032,0.031
E1,0.044,0.044,0.043
F1,0.059,0.057,0.055
G1,0.047,0.044,0.041
H1,0.03,0.03,0.03
A2,0.132,0.146,0.117
B2,0.042,0.041,0.04
C2,0.034,0.034,0.034
D2,0.029,0.029,0.029
E2,0.056,0.056,0.055
F2,0.05,0.049,0.048
G2,0.034,0.034,0.033
H2,0.041,0.041,0.04
A3,0.119,0.131,0.103
B3,0.033,0.033,0.033
C3,0.03,0.031,0.03
D3,0.04,0.039,0.039
E3,0.03,0.03,0.029
F3,0.038,0.037,0.037
G3,0.048,0.049,0.048
H3,0.048,0.047,0.047
A4,0.056,0.06,0.05
B4,0.03,0.03,0.03
C4,0.03,0.031,0.03
D4,0.028,0.029,0.028
E4,0.034,0.034,0.034
F4,0.042,0.041,0.041
G4,0.04,0.04,0.039
H4,0.04,0.039,0.039
A5,0.074,0.075,0.064
B5,0.027,0.027,0.027
C5,0.03,0.03,0.029
D5,0.031,0.03,0.03
E5,0.033,0.033,0.033
F5,0.034,0.034,0.034
G5,0.033,0.033,0.033
H5,0.037,0.037,0.036
A6,0.058,0.063,0.054
B6,0.029,0.029,0.028
C6,0.028,0.028,0.028
D6,0.035,0.035,0.034
E6,0.035,0.036,0.035
F6,0.049,0.05,0.049
G6,0.032,0.031,0.031
H6,0.038,0.038,0.037
A7,0.096,0.112,0.079
B7,0.031,0.032,0.031
C7,0.041,0.041,0.04
D7,0.03,0.03,0.03
E7,0.033,0.032,0.032
F7,0.044,0.044,0.043
G7,0.031,0.03,0.03
H7,0.032,0.032,0.032
A8,0.115,0.133,0.094
B8,0.03,0.03,0.03
C8,0.029,0.029,0.028
D8,0.03,0.031,0.03
E8,0.038,0.039,0.038
F8,0.035,0.035,0.035
G8,0.031,0.031,0.03
H8,0.032,0.032,0.032
A9,0.098,0.116,0.079
B9,0.033,0.033,0.033
C9,0.052,0.052,0.052
D9,0.032,0.032,0.031
E9,0.031,0.031,0.031
F9,0.034,0.034,0.033
G9,0.037,0.037,0.036
H9,0.031,0.031,0.031
A10,0.085,0.101,0.071
B10,0.027,0.027,0.027
C10,0.026,0.026,0.026
D10,0.029,0.029,0.029
E10,0.03,0.03,0.03
F10,0.034,0.034,0.034
G10,0.034,0.034,0.034
H10,0.032,0.032,0.032
A11,0.098,0.117,0.084
B11,0.031,0.031,0.03
C11,0.026,0.026,0.026
D11,0.029,0.029,0.029
E11,0.052,0.051,0.049
F11,0.034,0.034,0.034
G11,0.032,0.032,0.032
H11,0.03,0.031,0.03
A12,0.139,0.154,0.117
B12,0.033,0.033,0.033
C12,0.04,0.04,0.04
D12,0.031,0.031,0.03
E12,0.037,0.037,0.034
F12,0.034,0.034,0.034
G12,0.039,0.039,0.038
H12,0.044,0.044,0.043
