Well,Chl:630,Chl:663,Chl:750
A1,0.082,0.089,0.07
B1,0.03,0.029,0.028
C1,0.031,0.031,0.03
D1,0.03,0.03,0.03
E1,0.045,0.045,0.044
F1,0.04,0.04,0.04
G1,0.038,0.038,0.038
H1,0.035,0.035,0.035
A2,0.086,0.097,0.076
B2,0.034,0.033,0.033
C2,0.031,0.03,0.031
D2,0.029,0.029,0.028
E2,0.041,0.039,0.038
F2,0.037,0.036,0.036
G2,0.053,0.051,0.051
H2,0.054,0.054,0.054
A3,0.083,0.092,0.07
B3,0.032,0.032,0.031
C3,0.03,0.03,0.03
D3,0.033,0.033,0.033
E3,0.034,0.033,0.032
F3,0.048,0.047,0.046
G3,0.046,0.046,0.046
H3,0.086,0.085,0.085
A4,0.077,0.087,0.064
B4,0.034,0.033,0.033
C4,0.034,0.033,0.033
D4,0.033,0.033,0.032
E4,0.036,0.036,0.036
F4,0.042,0.042,0.042
G4,0.053,0.053,0.052
H4,0.042,0.042,0.042
A5,0.074,0.092,0.067
B5,0.029,0.028,0.028
C5,0.03,0.03,0.03
D5,0.032,0.032,0.032
E5,0.032,0.032,0.032
F5,0.061,0.058,0.056
G5,0.039,0.039,0.039
H5,0.041,0.041,0.041
A6,0.069,0.084,0.058
B6,0.031,0.031,0.031
C6,0.03,0.03,0.03
D6,0.031,0.031,0.031
E6,0.033,0.033,0.033
F6,0.037,0.038,0.037
G6,0.032,0.032,0.032
H6,0.062,0.062,0.062
A7,0.065,0.086,0.056
B7,0.032,0.032,0.032
C7,0.035,0.034,0.034
D7,0.031,0.031,0.032
E7,0.031,0.031,0.031
F7,0.042,0.043,0.043
G7,0.031,0.031,0.031
H7,0.045,0.044,0.044
A8,0.073,0.096,0.061
B8,0.03,0.029,0.03
C8,0.035,0.034,0.034
D8,0.031,0.031,0.03
E8,0.03,0.029,0.029
F8,0.035,0.035,0.035
G8,0.032,0.031,0.032
H8,0.033,0.033,0.033
A9,0.065,0.087,0.053
B9,0.03,0.03,0.03
C9,0.059,0.058,0.057
D9,0.029,0.029,0.028
E9,0.032,0.032,0.032
F9,0.052,0.052,0.052
G9,0.039,0.039,0.039
H9,0.031,0.031,0.031
A10,0.096,0.118,0.08
B10,0.03,0.03,0.029
C10,0.03,0.03,0.029
D10,0.029,0.029,0.029
E10,0.03,0.03,0.03
F10,0.037,0.037,0.036
G10,0.031,0.031,0.031
H10,0.033,0.032,0.032
A11,0.107,0.137,0.094
B11,0.031,0.031,0.031
C11,0.033,0.032,0.032
D11,0.03,0.03,0.029
E11,0.04,0.04,0.04
F11,0.034,0.035,0.034
G11,0.032,0.032,0.032
H11,0.031,0.031,0.03
A12,0.115,0.141,0.098
B12,0.035,0.035,0.034
C12,0.044,0.044,0.044
D12,0.037,0.036,0.036
E12,0.031,0.031,0.03
F12,0.036,0.036,0.036
G12,0.04,0.04,0.04
H12,0.043,0.043,0.042
