Well,Chl:630,Chl:663,Chl:750
A1,0.161,0.172,0.145
B1,0.035,0.034,0.033
C1,0.033,0.034,0.033
D1,0.044,0.044,0.044
E1,0.046,0.046,0.045
F1,0.057,0.057,0.056
G1,0.031,0.031,0.031
H1,0.037,0.037,0.036
A2,0.162,0.177,0.147
B2,0.036,0.036,0.035
C2,0.032,0.032,0.032
D2,0.034,0.034,0.033
E2,0.054,0.054,0.054
F2,0.033,0.033,0.032
G2,0.046,0.047,0.046
H2,0.052,0.052,0.051
A3,0.216,0.23,0.2
B3,0.037,0.037,0.036
C3,0.037,0.036,0.036
D3,0.035,0.035,0.034
E3,0.042,0.042,0.041
F3,0.05,0.05,0.049
G3,0.043,0.043,0.043
H3,0.052,0.052,0.051
A4,0.134,0.147,0.122
B4,0.033,0.033,0.032
C4,0.036,0.035,0.035
D4,0.033,0.033,0.033
E4,0.037,0.037,0.036
F4,0.036,0.036,0.036
G4,0.04,0.04,0.039
H4,0.057,0.057,0.056
A5,0.163,0.179,0.15
B5,0.033,0.032,0.032
C5,0.038,0.038,0.038
D5,0.041,0.042,0.042
E5,0.04,0.039,0.039
F5,0.039,0.039,0.038
G5,0.056,0.057,0.057
H5,0.05,0.049,0.049
A6,0.186,0.199,0.171
B6,0.032,0.032,0.032
C6,0.033,0.032,0.032
D6,0.037,0.036,0.036
E6,0.034,0.034,0.034
F6,0.042,0.041,0.041
G6,0.035,0.035,0.035
H6,0.065,0.064,0.064
A7,0.136,0.146,0.122
B7,0.034,0.034,0.034
C7,0.038,0.037,0.037
D7,0.038,0.038,0.038
E7,0.031,0.031,0.03
F7,0.06,0.06,0.059
G7,0.112,0.111,0.109
H7,0.065,0.065,0.065
A8,0.157,0.173,0.146
B8,0.031,0.031,0.031
C8,0.037,0.036,0.036
D8,0.042,0.042,0.041
E8,0.032,0.032,0.031
F8,0.069,0.069,0.068
G8,0.036,0.036,0.036
H8,0.051,0.05,0.05
A9,0.138,0.154,0.127
B9,0.032,0.031,0.031
C9,0.041,0.041,0.041
D9,0.037,0.037,0.036
E9,0.03,0.03,0.029
F9,0.066,0.064,0.061
G9,0.058,0.058,0.058
H9,0.061,0.061,0.061
A10,0.036,0.036,0.035
B10,0.031,0.031,0.031
C10,0.035,0.035,0.034
D10,0.032,0.032,0.032
E10,0.035,0.035,0.034
F10,0.063,0.063,0.063
G10,0.086,0.085,0.084
H10,0.048,0.048,0.047
A11,0.028,0.028,0.027
B11,0.033,0.033,0.032
C11,0.039,0.039,0.038
D11,0.039,0.039,0.038
E11,0.039,0.039,0.039
F11,0.051,0.053,0.054
G11,0.068,0.068,0.067
H11,0.047,0.046,0.046
A12,0.044,0.044,0.041
B12,0.037,0.036,0.036
C12,0.04,0.04,0.039
D12,0.039,0.038,0.038
E12,0.032,0.032,0.032
F12,0.056,0.059,0.062
G12,0.087,0.086,0.085
H12,0.054,0.054,0.053
