Well,Chl:630,Chl:663,Chl:750
A1,0.046,0.051,0.037
B1,0.034,0.034,0.033
C1,0.033,0.033,0.032
D1,0.034,0.034,0.034
E1,0.036,0.035,0.034
F1,0.05,0.05,0.049
G1,0.041,0.041,0.041
H1,0.041,0.041,0.04
A2,0.045,0.054,0.039
B2,0.034,0.033,0.033
C2,0.029,0.029,0.028
D2,0.035,0.035,0.034
E2,0.089,0.087,0.085
F2,0.095,0.094,0.091
G2,0.037,0.038,0.037
H2,0.064,0.064,0.063
A3,0.04,0.049,0.035
B3,0.032,0.032,0.032
C3,0.088,0.088,0.087
D3,0.031,0.03,0.03
E3,0.031,0.031,0.031
F3,0.033,0.033,0.032
G3,0.033,0.033,0.033
H3,0.065,0.065,0.064
A4,0.07,0.088,0.061
B4,0.031,0.031,0.031
C4,0.032,0.032,0.032
D4,0.03,0.03,0.029
E4,0.031,0.031,0.03
F4,0.04,0.038,0.035
G4,0.062,0.062,0.061
H4,0.051,0.051,0.05
A5,0.072,0.086,0.06
B5,0.03,0.03,0.029
C5,0.03,0.03,0.029
D5,0.031,0.031,0.03
E5,0.033,0.033,0.033
F5,0.044,0.044,0.043
G5,0.043,0.043,0.043
H5,0.053,0.053,0.053
A6,0.069,0.082,0.057
B6,0.033,0.033,0.032
C6,0.03,0.03,0.03
D6,0.031,0.031,0.03
E6,0.037,0.037,0.037
F6,0.038,0.037,0.037
G6,0.035,0.035,0.034
H6,0.064,0.064,0.064
A7,0.079,0.109,0.061
B7,0.032,0.032,0.031
C7,0.031,0.031,0.03
D7,0.031,0.031,0.03
E7,0.03,0.03,0.03
F7,0.04,0.04,0.039
G7,0.035,0.034,0.034
H7,0.052,0.052,0.051
A8,0.088,0.124,0.069
B8,0.03,0.03,0.03
C8,0.034,0.034,0.033
D8,0.033,0.032,0.031
E8,0.032,0.032,0.031
F8,0.035,0.035,0.035
G8,0.031,0.03,0.03
H8,0.041,0.041,0.04
A9,0.106,0.137,0.083
B9,0.03,0.03,0.03
C9,0.061,0.061,0.06
D9,0.031,0.031,0.031
E9,0.03,0.03,0.03
F9,0.036,0.036,0.036
G9,0.031,0.032,0.032
H9,0.04,0.04,0.04
A10,0.081,0.088,0.069
B10,0.03,0.03,0.03
C10,0.033,0.033,0.032
D10,0.029,0.029,0.029
E10,0.03,0.03,0.03
F10,0.036,0.036,0.036
G10,0.03,0.03,0.029
H10,0.043,0.043,0.042
A11,0.077,0.086,0.065
B11,0.038,0.038,0.037
C11,0.033,0.032,0.032
D11,0.029,0.029,0.029
E11,0.038,0.039,0.038
F11,0.033,0.033,0.032
G11,0.033,0.033,0.033
H11,0.045,0.045,0.044
A12,0.076,0.086,0.066
B12,0.034,0.034,0.034
C12,0.044,0.044,0.044
D12,0.032,0.032,0.031
E12,0.033,0.033,0.033
F12,0.036,0.036,0.035
G12,0.042,0.041,0.041
H12,0.043,0.043,0.043
