Well,Chl:630,Chl:663,Chl:750
A1,0.059,0.075,0.048
B1,0.035,0.035,0.034
C1,0.033,0.033,0.033
D1,0.034,0.034,0.034
E1,0.034,0.034,0.034
F1,0.042,0.042,0.042
G1,0.037,0.037,0.037
H1,0.036,0.036,0.036
A2,0.086,0.09,0.056
B2,0.035,0.035,0.034
C2,0.028,0.028,0.027
D2,0.03,0.03,0.03
E2,0.035,0.035,0.034
F2,0.041,0.041,0.041
G2,0.033,0.033,0.032
H2,0.045,0.045,0.044
A3,0.063,0.081,0.051
B3,0.032,0.031,0.031
C3,0.032,0.032,0.031
D3,0.029,0.029,0.028
E3,0.03,0.03,0.03
F3,0.029,0.03,0.03
G3,0.037,0.037,0.037
H3,0.067,0.065,0.063
A4,0.057,0.056,0.041
B4,0.032,0.031,0.031
C4,0.031,0.031,0.031
D4,0.032,0.032,0.031
E4,0.032,0.031,0.031
F4,0.035,0.035,0.034
G4,0.063,0.063,0.063
H4,0.055,0.055,0.054
A5,0.048,0.055,0.042
B5,0.03,0.03,0.03
C5,0.031,0.031,0.03
D5,0.031,0.03,0.03
E5,0.034,0.034,0.034
F5,0.04,0.04,0.04
G5,0.045,0.045,0.044
H5,0.062,0.063,0.062
A6,0.081,0.078,0.064
B6,0.031,0.031,0.031
C6,0.03,0.03,0.03
D6,0.03,0.03,0.03
E6,0.032,0.032,0.032
F6,0.038,0.038,0.037
G6,0.035,0.035,0.035
H6,0.068,0.068,0.065
A7,0.108,0.131,0.09
B7,0.032,0.032,0.032
C7,0.03,0.03,0.029
D7,0.03,0.03,0.03
E7,0.03,0.03,0.03
F7,0.036,0.036,0.036
G7,0.031,0.031,0.03
H7,0.04,0.04,0.04
A8,0.132,0.16,0.116
B8,0.048,0.047,0.045
C8,0.033,0.033,0.033
D8,0.031,0.031,0.031
E8,0.034,0.034,0.034
F8,0.036,0.036,0.036
G8,0.03,0.03,0.03
H8,0.046,0.046,0.046
A9,0.202,0.209,0.139
B9,0.03,0.03,0.029
C9,0.057,0.057,0.057
D9,0.029,0.029,0.029
E9,0.03,0.03,0.03
F9,0.036,0.036,0.036
G9,0.033,0.033,0.033
H9,0.037,0.037,0.037
A10,0.133,0.168,0.106
B10,0.03,0.03,0.029
C10,0.029,0.029,0.029
D10,0.029,0.029,0.029
E10,0.031,0.03,0.03
F10,0.036,0.036,0.036
G10,0.031,0.031,0.031
H10,0.042,0.042,0.042
A11,0.175,0.215,0.145
B11,0.03,0.03,0.03
C11,0.033,0.033,0.033
D11,0.029,0.029,0.029
E11,0.036,0.036,0.036
F11,0.032,0.032,0.032
G11,0.034,0.034,0.034
H11,0.034,0.034,0.034
A12,0.126,0.17,0.103
B12,0.035,0.035,0.035
C12,0.04,0.04,0.039
D12,0.036,0.036,0.036
E12,0.031,0.03,0.03
F12,0.035,0.035,0.035
G12,0.054,0.052,0.051
H12,0.043,0.043,0.043
