Well,Chl:630,Chl:663,Chl:750
A1,0.12,0.167,0.096
B1,0.037,0.037,0.037
C1,0.032,0.032,0.031
D1,0.035,0.035,0.034
E1,0.034,0.034,0.034
F1,0.042,0.042,0.042
G1,0.041,0.041,0.041
H1,0.04,0.04,0.04
A2,0.104,0.152,0.077
B2,0.036,0.036,0.035
C2,0.028,0.028,0.028
D2,0.032,0.033,0.032
E2,0.074,0.073,0.071
F2,0.036,0.036,0.036
G2,0.037,0.037,0.037
H2,0.063,0.063,0.063
A3,0.269,0.344,0.246
B3,0.033,0.033,0.032
C3,0.031,0.031,0.03
D3,0.033,0.033,0.033
E3,0.031,0.031,0.031
F3,0.033,0.033,0.033
G3,0.033,0.033,0.033
H3,0.065,0.064,0.064
A4,0.071,0.105,0.06
B4,0.034,0.034,0.033
C4,0.035,0.035,0.035
D4,0.032,0.032,0.032
E4,0.034,0.034,0.033
F4,0.037,0.037,0.036
G4,0.062,0.062,0.061
H4,0.053,0.053,0.052
A5,0.07,0.103,0.055
B5,0.03,0.03,0.03
C5,0.03,0.03,0.029
D5,0.031,0.031,0.03
E5,0.036,0.036,0.035
F5,0.04,0.04,0.04
G5,0.043,0.044,0.044
H5,0.057,0.057,0.057
A6,0.083,0.117,0.068
B6,0.032,0.032,0.031
C6,0.031,0.031,0.031
D6,0.031,0.031,0.03
E6,0.037,0.037,0.037
F6,0.037,0.038,0.037
G6,0.034,0.035,0.035
H6,0.068,0.068,0.067
A7,0.06,0.07,0.052
B7,0.031,0.032,0.031
C7,0.033,0.033,0.032
D7,0.031,0.031,0.031
E7,0.03,0.03,0.03
F7,0.04,0.04,0.039
G7,0.03,0.031,0.03
H7,0.039,0.039,0.039
A8,0.062,0.074,0.054
B8,0.042,0.042,0.041
C8,0.035,0.035,0.034
D8,0.031,0.031,0.03
E8,0.031,0.031,0.031
F8,0.036,0.036,0.036
G8,0.031,0.031,0.03
H8,0.044,0.045,0.044
A9,0.058,0.068,0.049
B9,0.03,0.03,0.03
C9,0.06,0.061,0.06
D9,0.033,0.033,0.033
E9,0.031,0.031,0.031
F9,0.036,0.036,0.036
G9,0.03,0.031,0.03
H9,0.035,0.035,0.035
A10,0.096,0.112,0.088
B10,0.03,0.03,0.029
C10,0.032,0.033,0.032
D10,0.029,0.029,0.029
E10,0.03,0.03,0.029
F10,0.036,0.036,0.036
G10,0.03,0.031,0.031
H10,0.043,0.043,0.042
A11,0.083,0.1,0.07
B11,0.03,0.031,0.03
C11,0.033,0.033,0.032
D11,0.029,0.029,0.029
E11,0.037,0.037,0.036
F11,0.033,0.033,0.032
G11,0.033,0.034,0.033
H11,0.031,0.031,0.031
A12,0.1,0.117,0.088
B12,0.035,0.035,0.035
C12,0.049,0.05,0.05
D12,0.032,0.032,0.031
E12,0.03,0.03,0.03
F12,0.035,0.035,0.035
G12,0.044,0.044,0.043
H12,0.043,0.043,0.042
