Well,Chl:630,Chl:663,Chl:750
A1,0.062,0.06,0.054
B1,0.05,0.049,0.048
C1,0.03,0.03,0.03
D1,0.033,0.033,0.032
E1,0.033,0.033,0.032
F1,0.035,0.035,0.034
G1,0.03,0.03,0.03
H1,0.032,0.032,0.031
A2,0.065,0.064,0.056
B2,0.032,0.032,0.032
C2,0.03,0.03,0.03
D2,0.031,0.031,0.03
E2,0.032,0.032,0.032
F2,0.032,0.032,0.031
G2,0.034,0.034,0.033
H2,0.038,0.038,0.037
A3,0.063,0.061,0.053
B3,0.036,0.036,0.036
C3,0.041,0.039,0.037
D3,0.032,0.032,0.031
E3,0.033,0.033,0.032
F3,0.04,0.038,0.036
G3,0.043,0.039,0.035
H3,0.04,0.04,0.04
A4,0.063,0.068,0.055
B4,0.032,0.032,0.032
C4,0.044,0.042,0.04
D4,0.061,0.059,0.056
E4,0.039,0.038,0.034
F4,0.051,0.048,0.044
G4,0.031,0.03,0.029
H4,0.032,0.032,0.032
A5,0.064,0.07,0.056
B5,0.031,0.031,0.03
C5,0.039,0.036,0.034
D5,0.031,0.03,0.03
E5,0.036,0.034,0.032
F5,0.03,0.03,0.03
G5,0.032,0.032,0.031
H5,0.03,0.03,0.03
A6,0.054,0.062,0.049
B6,0.034,0.033,0.032
C6,0.029,0.029,0.029
D6,0.03,0.03,0.03
E6,0.029,0.03,0.029
F6,0.032,0.032,0.031
G6,0.031,0.031,0.031
H6,0.032,0.032,0.032
A7,0.049,0.05,0.047
B7,0.034,0.034,0.033
C7,0.039,0.035,0.032
D7,0.032,0.032,0.032
E7,0.028,0.028,0.028
F7,0.04,0.041,0.04
G7,0.029,0.029,0.029
H7,0.031,0.031,0.031
A8,0.049,0.051,0.046
B8,0.029,0.029,0.029
C8,0.043,0.041,0.039
D8,0.031,0.03,0.03
E8,0.029,0.029,0.029
F8,0.035,0.035,0.034
G8,0.032,0.031,0.03
H8,0.031,0.031,0.03
A9,0.053,0.055,0.049
B9,0.031,0.032,0.031
C9,0.082,0.075,0.07
D9,0.035,0.035,0.034
E9,0.031,0.031,0.03
F9,0.032,0.032,0.031
G9,0.028,0.028,0.028
H9,0.03,0.03,0.029
A10,0.055,0.061,0.053
B10,0.031,0.031,0.031
C10,0.031,0.032,0.031
D10,0.029,0.029,0.029
E10,0.029,0.029,0.029
F10,0.036,0.036,0.035
G10,0.03,0.03,0.03
H10,0.031,0.031,0.031
A11,0.056,0.06,0.05
B11,0.031,0.031,0.031
C11,0.033,0.033,0.032
D11,0.03,0.03,0.029
E11,0.04,0.04,0.04
F11,0.031,0.031,0.03
G11,0.031,0.03,0.03
H11,0.029,0.029,0.029
A12,0.074,0.075,0.063
B12,0.034,0.034,0.034
C12,0.048,0.048,0.047
D12,0.036,0.036,0.035
E12,0.029,0.029,0.029
F12,0.032,0.032,0.032
G12,0.037,0.037,0.037
H12,0.04,0.04,0.039
