Well,Chl:630,Chl:663,Chl:750
A1,0.108,0.121,0.092
B1,0.039,0.038,0.037
C1,0.033,0.033,0.033
D1,0.036,0.036,0.035
E1,0.037,0.036,0.035
F1,0.039,0.039,0.038
G1,0.045,0.045,0.044
H1,0.038,0.038,0.037
A2,0.1,0.113,0.083
B2,0.034,0.034,0.034
C2,0.03,0.03,0.03
D2,0.031,0.031,0.03
E2,0.047,0.046,0.046
F2,0.041,0.04,0.04
G2,0.037,0.037,0.037
H2,0.063,0.062,0.061
A3,0.101,0.115,0.084
B3,0.032,0.032,0.031
C3,0.031,0.03,0.03
D3,0.037,0.036,0.036
E3,0.032,0.031,0.031
F3,0.033,0.033,0.032
G3,0.034,0.034,0.034
H3,0.062,0.061,0.06
A4,0.059,0.072,0.048
B4,0.031,0.031,0.031
C4,0.032,0.032,0.032
D4,0.031,0.031,0.03
E4,0.031,0.031,0.03
F4,0.032,0.032,0.032
G4,0.073,0.072,0.072
H4,0.052,0.051,0.051
A5,0.066,0.08,0.054
B5,0.029,0.03,0.029
C5,0.028,0.028,0.027
D5,0.043,0.043,0.042
E5,0.034,0.033,0.033
F5,0.04,0.04,0.04
G5,0.043,0.043,0.043
H5,0.051,0.05,0.05
A6,0.07,0.085,0.054
B6,0.031,0.031,0.031
C6,0.029,0.029,0.029
D6,0.031,0.031,0.03
E6,0.037,0.037,0.037
F6,0.038,0.037,0.037
G6,0.035,0.034,0.034
H6,0.064,0.063,0.063
A7,0.148,0.099,0.097
B7,0.031,0.031,0.031
C7,0.031,0.03,0.03
D7,0.032,0.031,0.031
E7,0.031,0.031,0.031
F7,0.041,0.041,0.04
G7,0.03,0.029,0.029
H7,0.048,0.048,0.047
A8,0.063,0.076,0.052
B8,0.041,0.038,0.035
C8,0.033,0.033,0.033
D8,0.033,0.033,0.032
E8,0.03,0.03,0.03
F8,0.035,0.035,0.035
G8,0.031,0.03,0.03
H8,0.037,0.037,0.037
A9,0.076,0.091,0.068
B9,0.03,0.03,0.03
C9,0.059,0.059,0.058
D9,0.032,0.032,0.031
E9,0.032,0.032,0.031
F9,0.035,0.034,0.034
G9,0.029,0.029,0.028
H9,0.04,0.04,0.04
A10,0.093,0.13,0.074
B10,0.03,0.029,0.029
C10,0.032,0.032,0.032
D10,0.029,0.029,0.029
E10,0.03,0.029,0.029
F10,0.036,0.036,0.036
G10,0.03,0.03,0.03
H10,0.042,0.042,0.041
A11,0.126,0.166,0.098
B11,0.03,0.03,0.03
C11,0.036,0.035,0.034
D11,0.032,0.032,0.032
E11,0.039,0.039,0.038
F11,0.032,0.032,0.032
G11,0.033,0.033,0.033
H11,0.032,0.032,0.032
A12,0.136,0.176,0.107
B12,0.035,0.035,0.035
C12,0.042,0.041,0.04
D12,0.037,0.037,0.036
E12,0.031,0.031,0.03
F12,0.035,0.035,0.035
G12,0.043,0.043,0.042
H12,0.046,0.045,0.045
