Well,Chl:630,Chl:663,Chl:750
A1,0.069,0.071,0.056
B1,0.036,0.036,0.035
C1,0.033,0.032,0.032
D1,0.035,0.035,0.035
E1,0.036,0.035,0.035
F1,0.035,0.035,0.035
G1,0.042,0.042,0.041
H1,0.039,0.039,0.039
A2,0.114,0.132,0.132
B2,0.033,0.033,0.033
C2,0.034,0.034,0.034
D2,0.031,0.031,0.03
E2,0.042,0.042,0.041
F2,0.042,0.042,0.041
G2,0.037,0.037,0.036
H2,0.063,0.063,0.062
A3,0.08,0.091,0.07
B3,0.032,0.032,0.032
C3,0.03,0.03,0.03
D3,0.037,0.036,0.036
E3,0.032,0.032,0.031
F3,0.033,0.033,0.032
G3,0.035,0.035,0.035
H3,0.067,0.067,0.066
A4,0.229,0.27,0.221
B4,0.038,0.037,0.037
C4,0.038,0.037,0.037
D4,0.032,0.031,0.031
E4,0.031,0.031,0.031
F4,0.032,0.032,0.032
G4,0.06,0.06,0.06
H4,0.051,0.051,0.05
A5,0.098,0.13,0.081
B5,0.032,0.031,0.031
C5,0.033,0.033,0.033
D5,0.043,0.043,0.042
E5,0.034,0.034,0.033
F5,0.04,0.04,0.039
G5,0.043,0.043,0.043
H5,0.05,0.05,0.05
A6,0.106,0.126,0.081
B6,0.032,0.032,0.032
C6,0.035,0.034,0.034
D6,0.031,0.031,0.03
E6,0.038,0.037,0.037
F6,0.039,0.038,0.038
G6,0.036,0.036,0.036
H6,0.072,0.071,0.071
A7,0.101,0.118,0.085
B7,0.032,0.032,0.032
C7,0.033,0.033,0.033
D7,0.032,0.033,0.032
E7,0.031,0.031,0.031
F7,0.035,0.035,0.035
G7,0.03,0.029,0.029
H7,0.049,0.048,0.048
A8,0.095,0.113,0.081
B8,0.031,0.031,0.03
C8,0.033,0.033,0.033
D8,0.033,0.032,0.032
E8,0.03,0.03,0.03
F8,0.035,0.035,0.035
G8,0.03,0.03,0.03
H8,0.037,0.037,0.037
A9,0.1,0.115,0.083
B9,0.03,0.03,0.029
C9,0.059,0.059,0.058
D9,0.035,0.035,0.035
E9,0.031,0.031,0.031
F9,0.034,0.034,0.034
G9,0.029,0.029,0.029
H9,0.04,0.04,0.04
A10,0.069,0.085,0.057
B10,0.03,0.03,0.03
C10,0.032,0.032,0.032
D10,0.029,0.029,0.029
E10,0.03,0.03,0.029
F10,0.035,0.034,0.034
G10,0.03,0.03,0.03
H10,0.042,0.042,0.041
A11,0.09,0.107,0.075
B11,0.032,0.031,0.031
C11,0.035,0.034,0.034
D11,0.032,0.033,0.032
E11,0.04,0.04,0.04
F11,0.032,0.032,0.032
G11,0.034,0.033,0.033
H11,0.032,0.032,0.032
A12,0.068,0.086,0.057
B12,0.035,0.035,0.034
C12,0.042,0.044,0.046
D12,0.04,0.04,0.04
E12,0.031,0.031,0.031
F12,0.035,0.035,0.035
G12,0.043,0.043,0.042
H12,0.045,0.045,0.044
