Well,Chl:630,Chl:663,Chl:750
A1,0.19,0.199,0.164
B1,0.041,0.043,0.042
C1,0.031,0.031,0.031
D1,0.046,0.045,0.044
E1,0.05,0.05,0.05
F1,0.064,0.063,0.062
G1,0.034,0.035,0.034
H1,0.038,0.038,0.037
A2,0.219,0.228,0.189
B2,0.036,0.036,0.035
C2,0.032,0.031,0.031
D2,0.037,0.037,0.036
E2,0.049,0.047,0.043
F2,0.047,0.048,0.047
G2,0.055,0.055,0.054
H2,0.048,0.048,0.047
A3,0.245,0.258,0.216
B3,0.032,0.032,0.031
C3,0.032,0.032,0.032
D3,0.055,0.053,0.051
E3,0.045,0.045,0.042
F3,0.045,0.044,0.043
G3,0.031,0.031,0.031
H3,0.039,0.039,0.038
A4,0.155,0.166,0.137
B4,0.032,0.032,0.031
C4,0.035,0.034,0.033
D4,0.041,0.041,0.041
E4,0.037,0.037,0.036
F4,0.043,0.043,0.042
G4,0.045,0.045,0.045
H4,0.032,0.032,0.031
A5,0.138,0.154,0.122
B5,0.029,0.029,0.028
C5,0.03,0.03,0.03
D5,0.033,0.033,0.033
E5,0.036,0.036,0.035
F5,0.037,0.036,0.036
G5,0.037,0.037,0.036
H5,0.036,0.036,0.035
A6,0.16,0.173,0.142
B6,0.032,0.032,0.032
C6,0.031,0.031,0.03
D6,0.036,0.037,0.039
E6,0.041,0.041,0.04
F6,0.038,0.038,0.037
G6,0.032,0.032,0.032
H6,0.034,0.034,0.034
A7,0.139,0.148,0.121
B7,0.033,0.033,0.032
C7,0.033,0.033,0.032
D7,0.032,0.031,0.031
E7,0.042,0.042,0.042
F7,0.052,0.052,0.051
G7,0.035,0.035,0.035
H7,0.032,0.032,0.032
A8,0.157,0.173,0.141
B8,0.03,0.03,0.03
C8,0.034,0.034,0.034
D8,0.03,0.03,0.029
E8,0.032,0.032,0.031
F8,0.04,0.039,0.038
G8,0.032,0.032,0.032
H8,0.036,0.036,0.035
A9,0.175,0.191,0.158
B9,0.03,0.03,0.03
C9,0.04,0.04,0.04
D9,0.036,0.036,0.035
E9,0.032,0.032,0.031
F9,0.042,0.041,0.04
G9,0.038,0.038,0.037
H9,0.037,0.037,0.036
A10,0.114,0.136,0.097
B10,0.03,0.03,0.03
C10,0.032,0.032,0.032
D10,0.031,0.031,0.03
E10,0.031,0.03,0.03
F10,0.03,0.03,0.029
G10,0.033,0.033,0.033
H10,0.038,0.038,0.038
A11,0.108,0.136,0.092
B11,0.031,0.031,0.031
C11,0.037,0.037,0.036
D11,0.033,0.033,0.033
E11,0.042,0.045,0.046
F11,0.035,0.035,0.034
G11,0.031,0.031,0.03
H11,0.04,0.04,0.04
A12,0.138,0.161,0.116
B12,0.036,0.035,0.035
C12,0.04,0.039,0.039
D12,0.037,0.038,0.037
E12,0.031,0.031,0.03
F12,0.041,0.041,0.041
G12,0.052,0.052,0.051
H12,0.063,0.063,0.062
