Well,Chl:630,Chl:663,Chl:750
A1,0.143,0.158,0.117
B1,0.037,0.036,0.036
C1,0.033,0.033,0.032
D1,0.045,0.045,0.044
E1,0.05,0.05,0.049
F1,0.048,0.047,0.047
G1,0.035,0.034,0.034
H1,0.037,0.037,0.036
A2,0.153,0.176,0.128
B2,0.036,0.036,0.035
C2,0.032,0.032,0.032
D2,0.033,0.033,0.033
E2,0.039,0.038,0.038
F2,0.049,0.049,0.048
G2,0.054,0.054,0.054
H2,0.052,0.051,0.051
A3,0.184,0.205,0.157
B3,0.032,0.032,0.031
C3,0.034,0.034,0.035
D3,0.037,0.037,0.037
E3,0.05,0.046,0.045
F3,0.046,0.045,0.045
G3,0.031,0.031,0.031
H3,0.039,0.039,0.038
A4,0.147,0.164,0.124
B4,0.032,0.032,0.032
C4,0.034,0.034,0.034
D4,0.042,0.042,0.042
E4,0.036,0.036,0.036
F4,0.042,0.042,0.042
G4,0.045,0.045,0.045
H4,0.035,0.035,0.035
A5,0.15,0.173,0.131
B5,0.03,0.03,0.03
C5,0.033,0.033,0.033
D5,0.035,0.035,0.035
E5,0.032,0.031,0.031
F5,0.035,0.034,0.034
G5,0.036,0.036,0.036
H5,0.036,0.036,0.036
A6,0.172,0.196,0.152
B6,0.033,0.033,0.033
C6,0.03,0.03,0.03
D6,0.032,0.031,0.031
E6,0.044,0.043,0.042
F6,0.037,0.037,0.037
G6,0.034,0.033,0.033
H6,0.036,0.036,0.036
A7,0.26,0.269,0.24
B7,0.035,0.035,0.034
C7,0.035,0.035,0.035
D7,0.029,0.029,0.029
E7,0.038,0.038,0.038
F7,0.052,0.051,0.051
G7,0.035,0.034,0.034
H7,0.032,0.032,0.032
A8,0.311,0.319,0.285
B8,0.03,0.03,0.03
C8,0.035,0.035,0.035
D8,0.03,0.03,0.03
E8,0.033,0.033,0.033
F8,0.039,0.039,0.038
G8,0.032,0.032,0.032
H8,0.041,0.041,0.041
A9,0.231,0.242,0.213
B9,0.03,0.03,0.03
C9,0.041,0.041,0.04
D9,0.032,0.032,0.032
E9,0.035,0.035,0.036
F9,0.041,0.041,0.04
G9,0.038,0.038,0.038
H9,0.037,0.037,0.036
A10,0.257,0.267,0.241
B10,0.031,0.031,0.031
C10,0.032,0.032,0.032
D10,0.03,0.03,0.03
E10,0.031,0.03,0.03
F10,0.03,0.03,0.03
G10,0.033,0.033,0.033
H10,0.038,0.038,0.037
A11,0.25,0.269,0.246
B11,0.031,0.031,0.031
C11,0.038,0.038,0.037
D11,0.031,0.031,0.031
E11,0.047,0.047,0.046
F11,0.033,0.033,0.033
G11,0.031,0.031,0.03
H11,0.04,0.039,0.04
A12,0.305,0.319,0.289
B12,0.036,0.036,0.035
C12,0.039,0.039,0.038
D12,0.039,0.038,0.038
E12,0.032,0.032,0.032
F12,0.04,0.04,0.04
G12,0.051,0.051,0.05
H12,0.064,0.064,0.063
