"","gene","GO_ID","adj.pval.Origin","adj.pval.Treatment","adj.pval.LifeStage","adj.pval.Origin_x_Treatment","adj.pval.Origin_x_LifeStage","adj.pval.Treatment_x_LifeStage","adj.pval.Origin_x_Treatment_x_LifeStage","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect","direction"
"1","Pastreoides00081","GO:0006310",2.43825507401322e-15,2.8369578391168e-10,1.21441768041595e-73,0.00551569522066572,0.75255344431002,0.0856986122909982,0.789247987113137,0.0464850623836321,0.986450067702022,6,19,"DNA recombination","BP","DNA metabolism","P","Patch"
"2","Pastreoides00081","GO:0015074",2.43825507401322e-15,2.8369578391168e-10,1.21441768041595e-73,0.00551569522066572,0.75255344431002,0.0856986122909982,0.789247987113137,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Patch"
"3","Pastreoides00081","GO:0006310",2.43825507401322e-15,2.8369578391168e-10,1.21441768041595e-73,0.00551569522066572,0.75255344431002,0.0856986122909982,0.789247987113137,0.0464850623836321,0.986450067702022,6,19,"DNA recombination","BP","DNA metabolism","P","Patch"
"4","Pastreoides00081","GO:0015074",2.43825507401322e-15,2.8369578391168e-10,1.21441768041595e-73,0.00551569522066572,0.75255344431002,0.0856986122909982,0.789247987113137,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Patch"
"5","Pastreoides00389","GO:0048668",0.0271608647125485,0.01815254681603,0.00943862999753351,0.194267061622697,0.855202534290171,0.59483142141617,0.807129947956919,0.01891605772269,1,2,2,"collateral sprouting","BP","developmental processes","P","Patch"
"6","Pastreoides00414","GO:0044260",2.6040579505295e-208,1.32120749826285e-13,0.833789388441455,4.46246877599295e-59,0.513470685297754,0.00592266200265641,0.87524971818365,0.000789499532615432,0.999887185725193,8,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Patch"
"7","Pastreoides00543","GO:0030162",0.0120882002042718,0.825783522311375,0.986929253424097,0.948111613095141,0.811262948863187,0.331166902471756,0.93217071736831,0.0231178124421521,0.997145622422446,4,7,"regulation of proteolysis","BP","protein metabolism","P","Patch"
"8","Pastreoides00915","GO:0046580",0.0258067840570047,0.205297700607203,0.13400616143706,0.633234508607723,0.802719530432019,0.779819294810324,0.631784637234885,0.0481578766449284,0.993993255345139,3,6,"negative regulation of Ras protein signal transduction","BP","signal transduction","P","Patch"
"9","Pastreoides00915","GO:0046580",0.0258067840570047,0.205297700607203,0.13400616143706,0.633234508607723,0.802719530432019,0.779819294810324,0.631784637234885,0.0481578766449284,0.993993255345139,3,6,"negative regulation of Ras protein signal transduction","BP","signal transduction","P","Patch"
"10","Pastreoides00932","GO:0030162",1.70063784614559e-11,0.925675714819494,2.66211514837758e-21,0.337206794719925,0.0417685132766523,0.986430139080427,0.701353963471621,0.0231178124421521,0.997145622422446,4,7,"regulation of proteolysis","BP","protein metabolism","P","Patch"
"11","Pastreoides01809","GO:0031087",0.00675115540340464,0.151501987902827,0.253253680138776,0.815111924661716,0.772256349644989,0.873584342879206,0.558581432269983,0.0297673120529043,1,2,2,"deadenylation-independent decapping of nuclear-transcribed mRNA","BP","RNA metabolism","P","Rim"
"12","Pastreoides02486","GO:0006886",0.00136294007563178,0.000147114984396291,0.000218211530245825,0.599687580844802,0.20430525499404,0.00279434654573005,0.0058180577224669,0.00209811142595724,0.999400759579129,13,35,"intracellular protein transport","BP","transport","P","Rim"
"13","Pastreoides02787","GO:0015074",4.24679474799226e-14,0.0143325173843909,0.463850131284889,0.719583756996262,0.251459929011143,0.73849636836341,0.72113824416391,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Patch"
"14","Pastreoides02787","GO:0015074",4.24679474799226e-14,0.0143325173843909,0.463850131284889,0.719583756996262,0.251459929011143,0.73849636836341,0.72113824416391,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Patch"
"15","Pastreoides02787","GO:0006310",4.24679474799226e-14,0.0143325173843909,0.463850131284889,0.719583756996262,0.251459929011143,0.73849636836341,0.72113824416391,0.0464850623836321,0.986450067702022,6,19,"DNA recombination","BP","DNA metabolism","P","Patch"
"16","Pastreoides02787","GO:0015074",4.24679474799226e-14,0.0143325173843909,0.463850131284889,0.719583756996262,0.251459929011143,0.73849636836341,0.72113824416391,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Patch"
"17","Pastreoides02787","GO:0006310",4.24679474799226e-14,0.0143325173843909,0.463850131284889,0.719583756996262,0.251459929011143,0.73849636836341,0.72113824416391,0.0464850623836321,0.986450067702022,6,19,"DNA recombination","BP","DNA metabolism","P","Patch"
"18","Pastreoides02787","GO:0006310",4.24679474799226e-14,0.0143325173843909,0.463850131284889,0.719583756996262,0.251459929011143,0.73849636836341,0.72113824416391,0.0464850623836321,0.986450067702022,6,19,"DNA recombination","BP","DNA metabolism","P","Patch"
"19","Pastreoides03010","GO:0022603",0.0148624396025097,0.498523843482449,0.208596183167235,0.997485344117487,0.72144763664556,0.844577149217678,0.925708697715291,0.038363797664728,0.991550058100876,5,12,"regulation of anatomical structure morphogenesis","BP","other biological processes","P","Patch"
"20","Pastreoides03010","GO:0015031",0.0148624396025097,0.498523843482449,0.208596183167235,0.997485344117487,0.72144763664556,0.844577149217678,0.925708697715291,0.0110175348442568,0.997621369186916,7,16,"protein transport","BP","transport","P","Patch"
"21","Pastreoides03295","GO:0006886",9.08789989059793e-06,0.933194721421129,0.872082848891064,0.739731332292914,0.251459929011143,0.946170172626367,0.655202445079405,0.00209811142595724,0.999400759579129,13,35,"intracellular protein transport","BP","transport","P","Patch"
"22","Pastreoides03540","GO:0006886",1.8188272077752e-53,1.103254944146e-21,0.00289167382392054,5.99896344927574e-08,0.897353323411048,0.74333573302447,0.982518828176512,0.00209811142595724,0.999400759579129,13,35,"intracellular protein transport","BP","transport","P","Patch"
"23","Pastreoides04970","GO:0015031",1.59053631799473e-17,0.000821424060596536,0.0847841088757981,0.409333068730004,0.873467613024697,4.52914813081887e-11,0.198967539368299,0.0110175348442568,0.997621369186916,7,16,"protein transport","BP","transport","P","Rim"
"24","Pastreoides05233","GO:0010506",6.23636629967567e-05,0.000580369713872592,0.862841460991023,0.633234508607723,0.864430214609613,0.151121209649196,0.498154961855575,0.0386085820248475,0.99178727332839,5,11,"regulation of autophagy","BP","other metabolic processes","P","Patch"
"25","Pastreoides05389","GO:0006325",1.47220063316214e-13,0.181422356887642,1.07561625625159e-18,0.227036915753552,0.970834025722914,0.723973266244089,0.750713639523814,0.011793704588106,0.998399508068166,5,9,"chromatin organization","BP","cell organization and biogenesis","P","Patch"
"26","Pastreoides05389","GO:0006325",1.47220063316214e-13,0.181422356887642,1.07561625625159e-18,0.227036915753552,0.970834025722914,0.723973266244089,0.750713639523814,0.011793704588106,0.998399508068166,5,9,"chromatin organization","BP","cell organization and biogenesis","P","Patch"
"27","Pastreoides05827","GO:0015031",0.0121810083596165,0.0226710368816292,2.59863417594244e-08,0.891220042561815,0.920894545847254,0.882342214534507,0.317833419585665,0.0110175348442568,0.997621369186916,7,16,"protein transport","BP","transport","P","Patch"
"28","Pastreoides06381","GO:0030162",0.0175486375494227,8.59789691762551e-06,0.238391931103443,0.00428132825949743,0.301628518005367,0.535294419566486,0.819351658674259,0.0231178124421521,0.997145622422446,4,7,"regulation of proteolysis","BP","protein metabolism","P","Patch"
"29","Pastreoides06381","GO:0022603",0.0175486375494227,8.59789691762551e-06,0.238391931103443,0.00428132825949743,0.301628518005367,0.535294419566486,0.819351658674259,0.038363797664728,0.991550058100876,5,12,"regulation of anatomical structure morphogenesis","BP","other biological processes","P","Patch"
"30","Pastreoides06381","GO:0010506",0.0175486375494227,8.59789691762551e-06,0.238391931103443,0.00428132825949743,0.301628518005367,0.535294419566486,0.819351658674259,0.0386085820248475,0.99178727332839,5,11,"regulation of autophagy","BP","other metabolic processes","P","Patch"
"31","Pastreoides07138","GO:0032922",6.88402821443779e-05,0.980360515022812,0.777756851785282,0.00207782368470322,0.999616814013152,0.888898562308522,1,0.0314532151157497,1,2,2,"circadian regulation of gene expression","BP","other metabolic processes","P","Patch"
"32","Pastreoides07208","GO:0015074",4.49983339030412e-14,3.03591302299012e-11,0.0786863130581736,0.00944213762773463,0.794345063507443,0.788642931500582,0.648649029831424,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Rim"
"33","Pastreoides07208","GO:0015074",4.49983339030412e-14,3.03591302299012e-11,0.0786863130581736,0.00944213762773463,0.794345063507443,0.788642931500582,0.648649029831424,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Rim"
"34","Pastreoides07208","GO:0015074",4.49983339030412e-14,3.03591302299012e-11,0.0786863130581736,0.00944213762773463,0.794345063507443,0.788642931500582,0.648649029831424,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Rim"
"35","Pastreoides07266","GO:0006260",0.0375138193500888,0.113831067840582,2.39962195455606e-05,0.948111613095141,0.63632831287108,0.559516819690158,0.281669627903244,9.01546050181743e-06,0.999998506238005,15,31,"DNA replication","BP","DNA metabolism","P","Rim"
"36","Pastreoides07266","GO:0006260",0.0375138193500888,0.113831067840582,2.39962195455606e-05,0.948111613095141,0.63632831287108,0.559516819690158,0.281669627903244,9.01546050181743e-06,0.999998506238005,15,31,"DNA replication","BP","DNA metabolism","P","Rim"
"37","Pastreoides07583","GO:0046580",0.0425076015044393,0.999145149146398,0.716312667241157,0.295106012595711,0.927888250214417,0.560595326308085,0.875072922564334,0.0481578766449284,0.993993255345139,3,6,"negative regulation of Ras protein signal transduction","BP","signal transduction","P","Patch"
"38","Pastreoides08215","GO:0006260",7.80871243269889e-10,0.0453750195724845,0.965709575500436,0.0605440626061527,0.926788529496909,0.336440759177464,0.982260619573731,9.01546050181743e-06,0.999998506238005,15,31,"DNA replication","BP","DNA metabolism","P","Rim"
"39","Pastreoides08215","GO:0006260",7.80871243269889e-10,0.0453750195724845,0.965709575500436,0.0605440626061527,0.926788529496909,0.336440759177464,0.982260619573731,9.01546050181743e-06,0.999998506238005,15,31,"DNA replication","BP","DNA metabolism","P","Rim"
"40","Pastreoides09037","GO:0015074",2.78095216553715e-73,7.44734547626232e-64,0.00159067930420582,5.4924381804123e-17,0.125212709351057,0.514112530075545,0.552096811740819,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Rim"
"41","Pastreoides09037","GO:0006310",2.78095216553715e-73,7.44734547626232e-64,0.00159067930420582,5.4924381804123e-17,0.125212709351057,0.514112530075545,0.552096811740819,0.0464850623836321,0.986450067702022,6,19,"DNA recombination","BP","DNA metabolism","P","Rim"
"42","Pastreoides09037","GO:0006310",2.78095216553715e-73,7.44734547626232e-64,0.00159067930420582,5.4924381804123e-17,0.125212709351057,0.514112530075545,0.552096811740819,0.0464850623836321,0.986450067702022,6,19,"DNA recombination","BP","DNA metabolism","P","Rim"
"43","Pastreoides09037","GO:0006310",2.78095216553715e-73,7.44734547626232e-64,0.00159067930420582,5.4924381804123e-17,0.125212709351057,0.514112530075545,0.552096811740819,0.0464850623836321,0.986450067702022,6,19,"DNA recombination","BP","DNA metabolism","P","Rim"
"44","Pastreoides09037","GO:0015074",2.78095216553715e-73,7.44734547626232e-64,0.00159067930420582,5.4924381804123e-17,0.125212709351057,0.514112530075545,0.552096811740819,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Rim"
"45","Pastreoides09037","GO:0015074",2.78095216553715e-73,7.44734547626232e-64,0.00159067930420582,5.4924381804123e-17,0.125212709351057,0.514112530075545,0.552096811740819,1.44866552729025e-05,0.999998106473486,12,23,"DNA integration","BP","DNA metabolism","P","Rim"
"46","Pastreoides09370","GO:0033036",0.00067607272346921,0.52512563130409,0.114488783331713,0.0511188858883274,0.000897734286706129,0.827423647466544,0.901555123385611,0.046897473681543,0.995051653320014,3,5,"macromolecule localization","BP","other biological processes","P","Patch"
"47","Pastreoides10280","GO:0006886",2.79293748090871e-59,5.38027534354205e-49,0.000138676062886981,1.12872537218639e-09,0.720242987308562,0.887261982330056,0.496441611403599,0.00209811142595724,0.999400759579129,13,35,"intracellular protein transport","BP","transport","P","Rim"
"48","Pastreoides10528","GO:0016579",5.13308663749286e-05,0.723618194727794,0.000664795121770555,0.997485344117487,0.55987925703608,0.492752549893428,0.791871277538122,0.0269989001677574,0.996491481990181,4,7,"protein deubiquitination","BP","protein metabolism","P","Patch"
"49","Pastreoides12120","GO:0001975",0.00687363637344124,0.529505531477456,0.0977997844524972,0.0357858609675656,0.908156575073625,0.938462989100641,0.375617734541874,0.0316073574707968,1,2,2,"response to amphetamine","BP","other biological processes","P","Rim"
"50","Pastreoides12120","GO:0046579",0.00687363637344124,0.529505531477456,0.0977997844524972,0.0357858609675656,0.908156575073625,0.938462989100641,0.375617734541874,0.0322107219311183,1,2,2,"positive regulation of Ras protein signal transduction","BP","signal transduction","P","Rim"
"51","Pastreoides12592","GO:0044260",6.24993897928772e-18,0.0278875511038605,1.28420113136084e-13,0.641641231178343,0.379575142117338,0.731449227168692,0.234564068923037,0.000789499532615432,0.999887185725193,8,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Patch"
"52","Pastreoides12592","GO:0006260",6.24993897928772e-18,0.0278875511038605,1.28420113136084e-13,0.641641231178343,0.379575142117338,0.731449227168692,0.234564068923037,9.01546050181743e-06,0.999998506238005,15,31,"DNA replication","BP","DNA metabolism","P","Patch"
"53","Pastreoides12592","GO:0044260",6.24993897928772e-18,0.0278875511038605,1.28420113136084e-13,0.641641231178343,0.379575142117338,0.731449227168692,0.234564068923037,0.000789499532615432,0.999887185725193,8,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Patch"
"54","Pastreoides12592","GO:0006260",6.24993897928772e-18,0.0278875511038605,1.28420113136084e-13,0.641641231178343,0.379575142117338,0.731449227168692,0.234564068923037,9.01546050181743e-06,0.999998506238005,15,31,"DNA replication","BP","DNA metabolism","P","Patch"
"55","Pastreoides12624","GO:0009263",4.88055546021464e-08,0.175043920175609,1.97493753929152e-11,1.40745627277231e-07,0.90578358908293,0.858774695040256,0.106486982508914,0.0152666940043798,0.998174007808416,4,8,"deoxyribonucleotide biosynthetic process","BP","other metabolic processes","P","Patch"
"56","Pastreoides12624","GO:0009263",4.88055546021464e-08,0.175043920175609,1.97493753929152e-11,1.40745627277231e-07,0.90578358908293,0.858774695040256,0.106486982508914,0.0152666940043798,0.998174007808416,4,8,"deoxyribonucleotide biosynthetic process","BP","other metabolic processes","P","Patch"
"57","Pastreoides12664","GO:0006886",0.00574699400296691,0.932576815242655,0.969495488385248,0.861457072995647,0.922189783618521,0.767581922295685,0.987848662689874,0.00209811142595724,0.999400759579129,13,35,"intracellular protein transport","BP","transport","P","Rim"
"58","Pastreoides12664","GO:0006886",0.00574699400296691,0.932576815242655,0.969495488385248,0.861457072995647,0.922189783618521,0.767581922295685,0.987848662689874,0.00209811142595724,0.999400759579129,13,35,"intracellular protein transport","BP","transport","P","Rim"
"59","Pastreoides12673","GO:0042692",0.0480750942717138,0.354030490561802,0.165327188075972,0.948111613095141,0.782935350303326,0.815282075915087,0.782668007569325,0.00657525510894143,1,3,3,"muscle cell differentiation","BP","other biological processes","P","Patch"
"60","Pastreoides12709","GO:0008593",0.015043784628091,0.434657525792829,0.522338809464871,0.00514229222105426,0.942343113367459,0.882342214534507,0.864441928920189,0.0239639171241836,1,2,2,"regulation of Notch signaling pathway","BP","signal transduction","P","Patch"
"61","Pastreoides13262","GO:0043277",3.79124203837066e-06,0.00121939767662225,0.720780179261033,0.948111613095141,0.998252321787678,0.888623434180651,0.539300740403695,0.023618290290501,1,2,2,"apoptotic cell clearance","BP","transport","P","Patch"
"62","Pastreoides13607","GO:0006886",2.48036422916302e-08,5.34338545390713e-08,0.795858290363505,0.0887522264791519,0.150172738195562,0.034990885650855,0.36203841586275,0.00209811142595724,0.999400759579129,13,35,"intracellular protein transport","BP","transport","P","Rim"
"63","Pastreoides13607","GO:0006886",2.48036422916302e-08,5.34338545390713e-08,0.795858290363505,0.0887522264791519,0.150172738195562,0.034990885650855,0.36203841586275,0.00209811142595724,0.999400759579129,13,35,"intracellular protein transport","BP","transport","P","Rim"
"64","Pastreoides13614","GO:0006260",0.000255676859069073,4.024548795146e-14,0.00837645099090844,3.70635592566755e-06,0.0937785296530149,0.387780166796651,0.226375019005827,9.01546050181743e-06,0.999998506238005,15,31,"DNA replication","BP","DNA metabolism","P","Rim"
"65","Pastreoides13614","GO:0044260",0.000255676859069073,4.024548795146e-14,0.00837645099090844,3.70635592566755e-06,0.0937785296530149,0.387780166796651,0.226375019005827,0.000789499532615432,0.999887185725193,8,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Rim"
"66","Pastreoides13614","GO:0006260",0.000255676859069073,4.024548795146e-14,0.00837645099090844,3.70635592566755e-06,0.0937785296530149,0.387780166796651,0.226375019005827,9.01546050181743e-06,0.999998506238005,15,31,"DNA replication","BP","DNA metabolism","P","Rim"
"67","Pastreoides13614","GO:0044260",0.000255676859069073,4.024548795146e-14,0.00837645099090844,3.70635592566755e-06,0.0937785296530149,0.387780166796651,0.226375019005827,0.000789499532615432,0.999887185725193,8,16,"cellular macromolecule metabolic process","BP","other metabolic processes","P","Rim"
"68","Pastreoides13878","GO:0001975",0.00245774896704326,0.873554286151078,0.0110525656406063,0.473618414203052,0.922529428301975,0.0694290480272028,0.549725647795531,0.0316073574707968,1,2,2,"response to amphetamine","BP","other biological processes","P","Patch"
